CODIGO_SCIAN,ANIO,H010B,H010C,I100B,I100C,H010D,I100D,J000A,O110A,M710B,M710C,M999A,M310B,M310C,K316B,K316C,K910A,K411A,K951A,K412A,K961A,K610A,K810A,K710A,K500A,K931A,K999A,Q100A,Q200A,Q300A,Q400A,Q900A,Q000B,Q000C,Q000D,ESTATUS
3255,2015,6068,1333,5037,1236,16650,14966,2028478,47239019,481720,139165,1373647,43019446,3921453,19137760,5800475,2074924,284822,553093,288839,876239,2426925,496077,439507,459425,1019401,1282749,4662546,2894195,516073,469911,387192,856977,861021,194257,Cifras definitivas
325510,2015,5339,1154,3855,778,14683,11238,1760151,37774045,481720,11115,1254651,34738404,2760440,16719619,4224914,1670472,239852,463816,227268,705190,1388606,446025,436945,333325,950371,1057366,3524308,2263548,435624,381863,315239,721113,740150,189074,Cifras definitivas
325520,2015,729,179,1182,458,1967,3728,268327,9464974,0,128050,118996,8281042,1161013,2418141,1575561,404452,44970,89277,61571,171049,1038319,50052,2562,126100,69030,225383,1138238,630647,80449,88048,71953,135864,120871,5183,Cifras definitivas
3256,2015,14132,9265,3678,2705,58801,15862,6325722,103244518,604120,111313,796007,88175160,14587959,29519977,5959880,14534193,485737,990681,814276,2607766,1912193,1768322,886329,663109,690680,2491614,20608177,6661882,851137,739643,557384,2150235,3052930,233284,Cifras definitivas
325610,2015,10087,3528,2011,1249,35306,8413,4368041,65051903,434,0,170885,57810514,7067011,22456532,5389403,6054167,306140,516613,533903,1967453,1025751,599750,190253,391261,542103,1503313,11899346,3515285,579004,286788,278033,1086306,1887012,145246,Cifras definitivas
325620,2015,4045,5737,1667,1456,23495,7449,1957681,38192615,603686,111313,625122,30364646,7520948,7063445,570477,8480026,179597,474068,280373,640313,886442,1168572,696076,271848,148577,988301,8708831,3146597,272133,452855,279351,1063929,1165918,88038,Cifras definitivas
3259,2015,7031,4358,2218,1014,26732,7995,2100797,27485735,4863,1563782,2053689,15793732,11586937,8272281,5208547,1559058,229164,398704,231695,625248,934330,265255,37985,324593,585632,1260186,4439520,2749037,261256,352662,331210,550509,912562,22102,Cifras definitivas
325910,2015,1685,307,182,66,4494,592,504039,5110916,0,0,29557,4653661,412537,2723766,537894,61234,11520,62105,22984,86334,77520,2157,4577,56032,67253,123124,481586,40583,30276,42414,97534,54319,58757,2613,Cifras definitivas
325991,2015,167,109,284,277,619,1326,32086,622879,117,0,15347,618610,732,234729,14789,6668,8822,14844,6141,8697,104839,1990,2248,39151,18047,43853,31493,111225,8210,2263,3686,8093,5327,0,Cifras definitivas
325992,2015,85,62,339,246,305,1702,28685,1629221,0,0,89469,240700,1395812,4134,1287429,37615,1293,29,238,10548,184980,1,0,50000,0,12171,171254,120432,16992,5473,34812,25006,39021,135,Cifras definitivas
325999,2015,5094,3880,1413,425,21314,4375,1535987,20122719,4746,1563782,1919316,10280761,9777856,5309652,3368435,1453541,207529,321726,202332,519669,566991,261107,31160,179410,500332,1081038,3755187,2476797,205778,302512,195178,463091,809457,19354,Cifras definitivas
326,2015,76130,50458,40919,25408,296088,159929,20819676,214556441,3389612,25450708,3673206,151082914,62552400,75816669,37542622,3016017,1693894,4818351,7363438,4493535,13941283,332085,1845193,3717276,1215417,11016114,74805475,16641729,2417185,2001578,2932809,7676950,7681352,863359,Cifras definitivas
3261,2015,60916,42941,32539,22241,243330,133069,15882832,170767172,3065340,20154094,2889041,129411109,40958406,67612855,25995518,2701220,1193707,4016287,6177715,3883610,10940698,307780,1428831,3380061,1087837,8330179,62334060,12970236,2215738,1621928,2496254,6170471,6234932,593153,Cifras definitivas
326110,2015,10966,3868,5279,2168,36524,19879,2476592,38041409,339737,861374,438887,28187021,9764978,15761830,6462900,451506,220448,620577,1366454,730928,1473149,16890,117389,319400,183695,1107696,14846580,2571247,482526,514856,517050,1312871,1058618,101238,Cifras definitivas
326120,2015,1094,438,1689,266,3952,4959,244635,6694285,401,98625,131817,6439056,219107,3575874,483085,114190,16562,67723,177323,125019,557634,14303,1135,64093,54042,156059,2682602,1077166,53469,46927,42061,271280,224789,82599,Cifras definitivas
326130,2015,1453,279,587,218,4275,1904,371928,4579447,42864,159610,49745,2411248,2167687,1973976,552680,46424,33653,86011,87314,130253,187965,14629,1027,40172,0,220265,831402,459197,27350,28228,19302,81533,133358,42526,Cifras definitivas
326140,2015,3150,1935,1936,1310,11959,8210,778366,7974193,5856,1531389,78114,6474610,1525338,2836878,1001105,286129,340788,277866,256293,346301,664988,12572,36,200510,90662,464110,2592214,1133256,405596,59380,181985,313073,350131,35621,Cifras definitivas
326150,2015,2078,825,1773,1464,6748,7057,382199,7550860,7709,440398,97380,5908253,1639559,3780646,844883,37320,46712,135407,63098,128295,639531,2585,39889,208659,104733,275108,1005004,258743,143993,66318,84735,112079,203266,4251,Cifras definitivas
326160,2015,2712,2650,3358,1906,12731,13330,918109,18152610,382239,423059,105269,16928489,1177792,10022501,852074,328658,103847,522501,806868,522604,1062839,13283,57911,407059,62473,557506,8024537,1087614,135141,164098,118602,982753,375496,88253,Cifras definitivas
326191,2015,3927,3476,1065,615,18212,3791,980508,7362068,144420,786376,200519,7114435,229895,3038371,1039695,242317,62010,263442,651867,158148,310037,19673,55531,77099,12445,234036,4970304,818504,312986,76259,79785,368564,815765,40506,Cifras definitivas
326192,2015,10355,9230,8488,6550,43969,35264,3362171,42855454,786987,6846254,608333,28501199,14246434,13071799,9799723,440330,102042,987597,762772,824771,3393500,3135,888448,857784,264871,2789563,10736393,2099146,102372,263291,628590,1009530,1000149,50164,Cifras definitivas
326193,2015,6576,5349,3500,2714,28060,15294,1870160,17310911,453887,1154232,476542,13375480,3868467,6409730,1961582,286011,82993,430084,807780,537134,1090600,145982,191855,359137,171498,896007,9282977,1133579,292614,161642,429522,934054,1038447,96526,Cifras definitivas
326194,2015,13605,10867,3420,3424,56621,16300,3252015,16053037,810523,5795219,258222,10702373,5284945,5663918,2619171,378058,141668,432607,931896,232648,1093961,12993,33447,595814,72726,938205,6213710,1732578,163859,187330,314469,646197,933281,26610,Cifras definitivas
326198,2015,1914,1120,516,417,7177,2178,437139,930982,2815,766197,50116,528491,394614,386024,77140,20700,9898,40714,51213,25936,115927,6815,7434,66410,100,250423,363002,310315,28859,22326,33646,41927,33463,4309,Cifras definitivas
326199,2015,3086,2904,928,1189,13102,4903,809010,3261916,87902,1291361,394097,2840454,439590,1091308,301480,69577,33086,151758,214837,121573,350567,44920,34729,183924,70592,441201,785335,288891,66973,31273,46507,96610,68169,20550,Cifras definitivas
3262,2015,15214,7517,8380,3167,52758,26860,4936844,43789269,324272,5296614,784165,21671805,21593994,8203814,11547104,314797,500187,802064,1185723,609925,3000585,24305,416362,337215,127580,2685935,12471415,3671493,201447,379650,436555,1506479,1446420,270206,Cifras definitivas
326211,2015,3171,145,2898,196,8130,7407,1469451,16912364,0,831934,47957,8985014,7694260,1778333,4487931,9615,237049,247969,488785,275820,1551734,10071,114185,111148,0,1023005,6691013,1799997,13875,204371,111774,577144,701963,153901,Cifras definitivas
326220,2015,2962,1360,1589,1007,9388,6170,948382,9208625,91492,1807740,102984,4192507,4996923,2401574,1968683,104412,86676,188844,194749,104156,366173,1816,10218,67211,68227,450262,1160934,413191,41015,33246,37984,200020,159366,8841,Cifras definitivas
326290,2015,9081,6012,3893,1964,35240,13283,2519011,17668280,232780,2656940,633224,8494284,8902811,4023907,5090490,200770,176462,365251,502189,229949,1082678,12418,291959,158856,59353,1212668,4619468,1458305,146557,142033,286797,729315,585091,107464,Cifras definitivas
327,2015,46049,7440,36428,7712,136507,115312,10932554,189760963,347355,4908945,1547610,161376233,28232266,39984628,6006986,6063506,12778424,7538134,10600201,8280256,10906478,411465,163111,3224606,450970,8119912,118118408,54291143,8647387,1314500,1437258,9859717,6261382,791221,Cifras definitivas
3271,2015,15708,1658,7589,1962,46416,25658,3452662,25757136,716,2876345,294346,18705454,7113122,4997187,2556111,1243402,1548944,1714448,1385810,1065084,2137452,174361,15003,339946,145001,1397438,11721189,6418891,290679,233678,187629,1253795,1096840,108593,Cifras definitivas
327112,2015,9940,817,880,132,29114,2705,1873759,3667589,0,2492420,25297,2200943,1504431,808773,193532,203568,219348,322673,296076,188866,221828,13970,11301,56261,51307,312157,2159941,1519147,39756,41915,46717,279660,460964,48942,Cifras definitivas
327121,2015,1618,235,2,1,4491,7,273624,1619132,0,0,42869,1291171,324059,221973,11446,58268,168727,65129,111188,117374,673,7296,0,32726,7,63899,1313886,518422,90024,15156,16796,147820,82004,6602,Cifras definitivas
327122,2015,2936,485,6328,1678,9658,21502,876542,16979239,0,378512,177667,13095811,3907283,3328234,1315476,912196,1102584,1274387,927896,722440,1829877,148140,0,229981,58817,872235,7316842,4151310,112510,145324,87264,728968,491501,50486,Cifras definitivas
327123,2015,1214,121,379,151,3153,1444,428737,3491176,716,5413,48513,2117529,1377349,638207,1035657,69370,58285,52259,50650,36404,85074,4955,3702,20978,34870,149147,930520,230012,48389,31283,36852,97347,62371,2563,Cifras definitivas
3272,2015,11953,2801,13845,4120,38043,48123,2879403,50665049,24996,1192005,648574,32632838,17926784,9627185,2782666,2970746,3469634,1873826,2606067,1785035,4594137,26473,82269,1886468,55507,2369004,28373810,6943269,231966,333611,413931,2605631,1230654,110489,Cifras definitivas
327211,2015,1373,233,4902,1257,4242,16138,327386,15131881,0,530745,491611,9277519,5933834,4872141,337421,294538,1066866,250948,720583,703873,1645187,11876,0,362743,0,762589,6235857,2374497,32549,119599,180154,365673,458605,140,Cifras definitivas
327213,2015,4618,778,8077,2359,14293,28928,1468747,28352732,6644,0,141716,20027443,8136532,3806409,1891396,2000401,2047734,1380507,1439352,801208,2680901,2377,26563,1354958,50842,1212993,18546052,3349596,136594,178750,181448,1777321,583020,108859,Cifras definitivas
327214,2015,1129,178,722,432,2819,2507,186300,2087307,0,365002,7889,170831,1916476,324483,292465,92037,92229,54582,188426,139591,221777,699,50855,29625,0,186476,1955980,611541,16675,7553,29989,208806,10105,749,Cifras definitivas
327215,2015,3445,1101,0,0,12237,0,621253,3909639,0,0,5312,2095069,1823441,296766,152880,568642,220300,142600,174042,108037,0,7388,446,114300,0,101849,1221344,463553,14114,10951,6743,190340,156740,539,Cifras definitivas
327219,2015,1388,511,144,72,4452,550,275717,1183490,18352,296258,2046,1061976,116501,327386,108504,15128,42505,45189,83664,32326,46272,4133,4405,24842,4665,105097,414577,144082,32034,16758,15597,63491,22184,202,Cifras definitivas
3273,2015,10680,1466,11995,1262,29729,33472,2816592,97204124,152058,186374,269430,95688534,1430414,20950435,1138,1332591,6676460,3498717,5928838,4793907,3433176,121126,49582,712980,36413,3576938,69125446,36449944,7597509,561553,557816,5086848,2777050,538503,Cifras definitivas
327310,2015,2153,182,4348,522,6108,12413,1198950,68440027,0,0,53829,67011770,1340118,5427655,0,1296945,5901106,2632780,5752656,4323802,1956464,74331,0,229678,36413,2269995,62818683,34308962,568933,385410,314586,3445556,1432318,99758,Cifras definitivas
327320,2015,2367,274,5357,474,6726,15004,655223,20479984,134256,0,9922,20481449,0,11478995,0,5999,523019,613218,57533,101955,1174763,26390,15115,330041,0,1001769,4030084,1433416,6512746,72637,156253,1270686,1038234,409331,Cifras definitivas
327330,2015,3576,403,683,98,9732,1900,510721,4158914,0,0,101370,4066142,90296,1822520,0,28617,172043,188147,81024,192181,114214,11429,0,85515,0,165474,1051315,417507,354322,36169,54054,171099,145442,16320,Cifras definitivas
327391,2015,2584,607,1607,168,7163,4155,451698,4125199,17802,186374,104309,4129173,0,2221265,1138,1030,80292,64572,37625,175969,187735,8976,34467,67746,0,139700,1225364,290059,161508,67337,32923,199507,161056,13094,Cifras definitivas
3274,2015,2924,265,1016,107,8091,2856,719977,7600659,83849,0,139864,7480774,115162,1851799,0,350708,936467,235602,401435,344342,260469,12812,0,35478,61228,340885,6742463,3456348,349933,120091,191968,635202,1021680,15669,Cifras definitivas
327410,2015,2309,201,681,42,6352,1862,571127,5157923,65044,0,82216,5065412,98091,667293,0,237220,786890,205042,304761,209081,154320,6615,0,29593,60672,315902,5374917,2721505,291050,67752,171455,507858,714874,10676,Cifras definitivas
327420,2015,615,64,335,65,1739,994,148850,2442736,18805,0,57648,2415362,17071,1184506,0,113488,149577,30560,96674,135261,106149,6197,0,5885,556,24983,1367546,734843,58883,52339,20513,127344,306806,4993,Cifras definitivas
3279,2015,4784,1250,1983,261,14228,5203,1063920,8533995,85736,654221,195396,6868633,1646784,2558022,667071,166059,146919,215541,278051,291888,481244,76693,16257,249734,152821,435647,2155500,1022691,177300,65567,85914,278241,135158,17967,Cifras definitivas
327910,2015,1708,463,449,57,4848,1145,577776,2163093,0,499406,59878,1798631,361861,450274,428925,31844,47227,84849,72038,20466,82202,9574,13618,68909,992,289254,704542,264450,28531,11487,28137,76865,31229,13260,Cifras definitivas
327991,2015,2101,649,472,55,6667,1270,218558,947200,8508,103845,27479,421280,524806,273443,67553,29121,40493,41813,53168,57261,56519,1272,895,19290,0,41037,510336,153214,86804,10925,17189,56221,32437,3108,Cifras definitivas
327999,2015,975,138,1062,149,2713,2788,267586,5423702,77228,50970,108039,4648722,760117,1834305,170593,105094,59199,88879,152845,214161,342523,65847,1744,161535,151829,105356,940622,605027,61965,43155,40588,145155,71492,1599,Cifras definitivas
331,2015,52798,5612,23274,4010,141404,67339,16271418,418185298,4762036,7240093,6114811,284719470,133831477,217863438,37284060,956745,4988984,7938179,15067367,6611931,8399677,373034,3245466,1686793,1018792,8203834,219418835,65967779,1741826,2412580,13683468,16775118,14069381,250760,Cifras definitivas
3311,2015,17477,1214,6306,580,46870,16989,7910664,144084783,8980,0,4018749,113437476,30273754,53926773,9479205,202162,3384375,3806676,7611720,2814524,3952129,239930,1818984,478237,589301,3191977,134036103,36566270,435769,1101789,6839567,9446821,8885695,129173,Cifras definitivas
331111,2015,14927,1157,4895,320,39726,13493,7265659,96840696,0,0,3981687,67332838,29111244,33341555,8238988,131799,2884696,2991167,4847051,2601235,3562216,233939,1818984,430017,583755,2587553,116642412,30595997,362689,1021646,6323592,8132827,7636227,50284,Cifras definitivas
331112,2015,2550,57,1411,260,7144,3496,645005,47244087,8980,0,37062,46104638,1162510,20585218,1240217,70363,499679,815509,2764669,213289,389913,5991,0,48220,5546,604424,17393691,5970273,73080,80143,515975,1313994,1249468,78889,Cifras definitivas
3312,2015,12752,1287,5865,1301,33407,18111,3332067,127267701,513503,1274513,1073249,108173608,19763160,73470853,13257464,339585,723183,1816172,3668915,2519191,1418475,43341,235634,421668,376605,2246038,39292219,13216134,612403,743905,4642759,3916192,2318277,18094,Cifras definitivas
331210,2015,5604,566,2797,844,13783,8584,1199761,23361757,75784,535416,353390,20060899,3460630,13507319,1038520,95895,133801,303501,388585,492524,627532,30435,220608,135616,79284,1068636,6685677,2520499,137816,76455,176611,762959,421108,6261,Cifras definitivas
331220,2015,7148,721,3068,457,19624,9527,2132306,103905944,437719,739097,719859,88112709,16302530,59963534,12218944,243690,589382,1512671,3280330,2026667,790943,12906,15026,286052,297321,1177402,32606542,10695635,474587,667450,4466148,3153233,1897169,11833,Cifras definitivas
3313,2015,4062,1125,4541,1158,12056,14330,821582,23004372,225912,988817,196437,18286141,4679822,10575476,4355395,181114,265644,338472,376726,312935,993104,51468,24239,224040,36326,688537,5449915,1484635,183996,102734,127749,383039,573948,34191,Cifras definitivas
331310,2015,4062,1125,4541,1158,12056,14330,821582,23004372,225912,988817,196437,18286141,4679822,10575476,4355395,181114,265644,338472,376726,312935,993104,51468,24239,224040,36326,688537,5449915,1484635,183996,102734,127749,383039,573948,34191,Cifras definitivas
3314,2015,5826,298,2889,316,15182,7866,1821812,105388765,3713102,1005412,412400,35497239,70056755,74955911,6596548,138392,341588,1104933,2352835,658530,643348,33625,764258,359519,0,927527,31608008,11727315,284393,250711,1771835,2056214,1426103,38449,Cifras definitivas
331411,2015,1093,17,0,0,2659,0,549887,22283212,0,0,239632,9121519,13161693,13003680,366205,34293,28984,239,509499,57502,0,23412,0,241997,0,204696,9952644,4808474,106813,61087,45,438844,239399,1022,Cifras definitivas
331412,2015,2624,149,76,15,6916,228,773729,59687004,3395804,599259,26412,8309184,51532044,46420106,5015565,16483,112034,499013,1118948,318565,12282,10033,545087,84567,0,145371,8869124,4234163,81932,79062,1718498,1079675,914410,32915,Cifras definitivas
331419,2015,1755,82,101,9,4637,321,408340,9277875,36455,0,19087,7507205,1775880,4181504,997915,1621,98614,411037,446461,205720,24318,128,0,11362,0,187982,1581065,742967,22383,6178,12928,151911,180693,1819,Cifras definitivas
331420,2015,354,50,2712,292,970,7317,89856,14140674,280843,406153,127269,10559331,3587138,11350621,216863,85995,101956,194644,277927,76743,606748,52,219171,21593,0,389478,11205175,1941711,73265,104384,40364,385784,91601,2693,Cifras definitivas
3315,2015,12681,1688,3673,655,33889,10043,2385293,18439677,300539,3971351,413976,9325006,9057986,4934425,3595448,95492,274194,871926,1057171,306751,1392621,4670,402351,203329,16560,1149755,9032590,2973425,225265,213441,301558,972852,865358,30853,Cifras definitivas
331510,2015,7583,638,2833,428,19044,7518,1342035,13266742,8493,1977557,234513,5726896,7544097,2945203,3158506,67498,195268,699800,782824,287145,1168510,3300,239466,99201,16560,715860,7030972,2157572,171736,161671,174176,765450,516298,15805,Cifras definitivas
331520,2015,5098,1050,840,227,14845,2525,1043258,5172935,292046,1993794,179463,3598110,1513889,1989222,436942,27994,78926,172126,274347,19606,224111,1370,162885,104128,0,433895,2001618,815853,53529,51770,127382,207402,349060,15048,Cifras definitivas
332,2015,149744,29672,37150,13344,414550,112595,24975110,198503740,3054570,25576336,9128773,143857832,54498850,79632974,31044256,2695500,2165978,3872491,4285033,4249868,9538977,382317,1241718,2997587,512922,13073635,58357975,29069430,3068546,1646354,1810265,6589736,4815524,433173,Cifras definitivas
3321,2015,5233,2218,3618,1703,17624,12466,1446941,14067182,91349,2130396,361452,7591369,6369045,4467291,3844410,148298,87087,306621,287891,176458,986746,2211,207524,229424,21286,1028677,3113867,681869,94885,141579,138873,300681,297132,30261,Cifras definitivas
332110,2015,5233,2218,3618,1703,17624,12466,1446941,14067182,91349,2130396,361452,7591369,6369045,4467291,3844410,148298,87087,306621,287891,176458,986746,2211,207524,229424,21286,1028677,3113867,681869,94885,141579,138873,300681,297132,30261,Cifras definitivas
3322,2015,3011,1418,9084,3703,11158,28024,836205,18727997,2824,414938,4019926,9017877,9313073,7742840,325771,969654,52247,279702,309259,489654,2481147,85333,16208,201617,33524,796543,9132005,2322774,128245,286602,133752,788489,612497,91188,Cifras definitivas
332211,2015,2469,1058,7278,2429,9084,20543,730394,15963526,2295,414938,3922094,6616938,8967973,6606735,200612,950555,40366,240089,270465,445038,2097498,57058,14954,150528,7562,712623,7506000,1986741,102558,257953,95169,704871,551510,87628,Cifras definitivas
332212,2015,542,360,1806,1274,2074,7481,105811,2764471,529,0,97832,2400939,345100,1136105,125159,19099,11881,39613,38794,44616,383649,28275,1254,51089,25962,83920,1626005,336033,25687,28649,38583,83618,60987,3560,Cifras definitivas
3323,2015,84927,5103,8378,1341,200075,20570,7210907,28655728,495967,7722745,909898,24044471,5151016,13295067,1166775,311773,667487,328740,724666,324487,1419342,41351,415564,1118907,39197,2734802,6500668,8891025,1764679,382299,357210,1285357,351613,31112,Cifras definitivas
332310,2015,7325,556,6232,579,18439,14614,1214491,14802257,204266,338522,478869,11721110,3610173,7198403,982340,38313,97076,169456,90513,239091,1078292,11137,377359,145737,32302,776359,2440182,1405531,275660,179637,128547,324374,257852,30223,Cifras definitivas
332320,2015,77602,4547,2146,762,181636,5956,5996416,13853471,291701,7384223,431029,12323361,1540843,6096664,184435,273460,570411,159284,634153,85396,341050,30214,38205,973170,6895,1958443,4060486,7485494,1489019,202662,228663,960983,93761,889,Cifras definitivas
3324,2015,7975,1442,4327,1225,22148,13163,2243494,33129468,117960,1308181,1141972,27182612,6144139,8608441,10558612,227405,222698,592648,498327,747838,1355735,16837,175647,278383,129070,1326426,12030252,2369342,283456,197947,259879,961620,609217,123838,Cifras definitivas
332410,2015,2564,306,840,89,6831,2190,849358,4670028,0,1080368,307679,4151347,522670,1297031,815713,63398,41371,50329,49864,38821,235563,5712,47585,83415,23285,375245,1043863,574966,102923,46935,43619,159872,102415,41553,Cifras definitivas
332420,2015,3036,280,1281,298,7609,3658,622919,6054641,52558,155281,611032,4680632,1408321,3077441,444038,10737,43126,87166,55941,112899,322218,8615,101510,83925,5412,437371,1016674,374382,105107,37515,30997,116939,116525,13319,Cifras definitivas
332430,2015,2375,856,2206,838,7708,7315,771217,22404799,65402,72532,223261,18350633,4213148,4233969,9298861,153270,138201,455153,392522,596118,797954,2510,26552,111043,100373,513810,9969715,1419994,75426,113497,185263,684809,390277,68966,Cifras definitivas
3325,2015,5301,5026,791,724,24444,3210,1819480,4028514,1864,2925948,303883,1896343,2126927,1019829,1257145,133311,36073,162565,154223,75019,302453,802,15021,131048,65601,794359,1616763,1310412,24970,71004,63284,176398,308950,12525,Cifras definitivas
332510,2015,5301,5026,791,724,24444,3210,1819480,4028514,1864,2925948,303883,1896343,2126927,1019829,1257145,133311,36073,162565,154223,75019,302453,802,15021,131048,65601,794359,1616763,1310412,24970,71004,63284,176398,308950,12525,Cifras definitivas
3326,2015,7248,1485,1639,631,21480,5361,1649206,25078781,82789,279319,223593,19553944,5430167,12146595,1497312,197802,196362,591467,523081,786874,423706,14081,54558,182572,34303,921081,8069020,1953660,159559,142585,115105,690194,299616,8462,Cifras definitivas
332610,2015,7248,1485,1639,631,21480,5361,1649206,25078781,82789,279319,223593,19553944,5430167,12146595,1497312,197802,196362,591467,523081,786874,423706,14081,54558,182572,34303,921081,8069020,1953660,159559,142585,115105,690194,299616,8462,Cifras definitivas
3327,2015,2420,808,1176,333,7226,3180,527524,2629300,9510,365298,105923,1840021,816535,834618,228535,27350,32391,67795,59318,17895,266842,2655,35660,43534,0,220299,1062582,371790,76459,41897,75049,107260,91372,10982,Cifras definitivas
332720,2015,2420,808,1176,333,7226,3180,527524,2629300,9510,365298,105923,1840021,816535,834618,228535,27350,32391,67795,59318,17895,266842,2655,35660,43534,0,220299,1062582,371790,76459,41897,75049,107260,91372,10982,Cifras definitivas
3328,2015,10129,2719,2753,458,32254,7920,2429931,37228174,1888689,2200988,166248,32092907,5232476,20073105,5150665,238929,659479,760794,1056835,978718,642654,51749,56263,304427,16278,2014493,6993696,5818021,102241,49046,219164,1112763,1182252,19323,Cifras definitivas
332810,2015,10129,2719,2753,458,32254,7920,2429931,37228174,1888689,2200988,166248,32092907,5232476,20073105,5150665,238929,659479,760794,1056835,978718,642654,51749,56263,304427,16278,2014493,6993696,5818021,102241,49046,219164,1112763,1182252,19323,Cifras definitivas
3329,2015,23500,9453,5384,3226,78141,18701,6811422,34958596,363618,8228523,1895878,20638288,13915472,11445188,7015031,440978,212154,782159,671433,652925,1660352,167298,265273,507675,173663,3236955,9839122,5350537,434052,333395,447949,1166974,1062875,105482,Cifras definitivas
332910,2015,10289,5208,2432,1875,36580,9457,3424910,10683405,8786,4192711,883601,7061111,3215250,3320137,1816421,148382,75026,331840,286768,113728,761987,128188,30957,219483,95802,1486922,3053147,1749772,208344,156120,257991,345206,316566,12395,Cifras definitivas
332991,2015,1824,522,752,279,5634,2230,608163,5581875,0,1029955,72786,1890044,3676546,973081,1730735,79859,24858,118994,129484,118748,376108,9564,47880,26859,5256,223261,2967407,655975,8936,27632,43659,231036,319415,44717,Cifras definitivas
332999,2015,11387,3723,2200,1072,35927,7014,2778349,18693316,354832,3005857,939491,11687133,7023676,7151970,3467875,212737,112270,331325,255181,420449,522257,29546,186436,261333,72605,1526772,3818568,2944790,216772,149643,146299,590732,426894,48370,Cifras definitivas
333,2015,64026,20263,16617,4518,193718,47460,17428209,120700221,576834,21818278,4698005,40845102,80142939,33663293,31362528,634130,531294,1688709,1531601,1795394,4984612,114999,717038,1763064,2048355,7396749,24486613,10380240,1017676,1249238,1421989,2817001,2784460,1861433,Cifras definitivas
3331,2015,13150,1941,2251,238,33132,5825,2602859,20804869,114140,1889586,1005010,6966186,13964979,9806381,2823806,72893,115338,157273,235509,205076,658107,17447,92372,226894,11166,888743,5638349,1558704,187770,141981,342983,613294,502769,1734392,Cifras definitivas
333111,2015,6549,1534,508,22,17540,1249,1272682,11524122,0,892661,585544,5097236,6512104,6192603,1388264,20010,56897,84383,110546,29272,78450,11569,8297,128589,6240,259136,1623978,261330,71915,52701,47125,149205,113645,75630,Cifras definitivas
333112,2015,619,28,0,0,1441,0,70392,503592,237,0,12441,492576,7602,358469,0,468,4963,5954,3024,2598,0,1166,4638,2131,10,20757,44522,19231,13515,738,1246,10771,10881,1166,Cifras definitivas
333120,2015,2969,188,1542,198,6920,4030,673637,6940860,34495,391185,390441,756517,6174619,2907004,827537,36006,29173,36629,54385,131860,544072,1420,40140,71864,4916,408204,2823912,947060,72967,68918,154561,333201,311593,1654985,Cifras definitivas
333130,2015,3013,191,201,18,7231,546,586148,1836295,79408,605740,16584,619857,1270654,348305,608005,16409,24305,30307,67554,41346,35585,3292,39297,24310,0,200646,1145937,331083,29373,19624,140051,120117,66650,2611,Cifras definitivas
3332,2015,3979,644,1045,107,10888,2711,1142492,6890020,12509,405919,536519,4682253,2194997,1895622,1277141,20158,26587,87886,53116,104824,427747,12763,27843,138617,44741,456595,1504560,739665,91545,119322,135010,191707,213413,32279,Cifras definitivas
333220,2015,329,60,6,3,871,22,77195,260722,4335,0,8518,239257,22640,92976,16932,483,2411,4650,3817,1298,1648,1358,7004,4355,0,23700,125132,16751,7445,7575,3650,11489,7296,1475,Cifras definitivas
333291,2015,2272,392,62,14,6300,173,638588,2603205,0,205236,354881,1913331,679142,1013986,243027,8427,16119,37744,23820,21795,8221,8234,2804,44602,7010,144983,751870,385942,45289,55576,86576,89221,77714,20283,Cifras definitivas
333292,2015,33,9,0,0,88,0,7627,20028,0,0,8952,16907,3128,9025,0,246,599,312,116,142,0,45,0,821,0,1016,1852,176,2906,630,3623,865,832,0,Cifras definitivas
333299,2015,1345,183,977,90,3629,2516,419082,4006065,8174,200683,164168,2512758,1490087,779635,1017182,11002,7458,45180,25363,81589,417878,3126,18035,88839,37731,286896,625706,336796,35905,55541,41161,90132,127571,10521,Cifras definitivas
3333,2015,2223,344,712,161,6124,2117,518553,3560998,6212,593138,77110,2811607,747714,815149,989765,2246,10630,26362,20726,28872,182727,2790,9156,52599,31065,316652,210538,172603,27065,40691,16027,46249,42262,5841,Cifras definitivas
333319,2015,2223,344,712,161,6124,2117,518553,3560998,6212,593138,77110,2811607,747714,815149,989765,2246,10630,26362,20726,28872,182727,2790,9156,52599,31065,316652,210538,172603,27065,40691,16027,46249,42262,5841,Cifras definitivas
3334,2015,12594,4283,7585,2354,39003,21122,3410598,31568591,155904,5009769,832202,10569644,21075258,8933383,7928100,60787,111747,467417,351115,514235,2163942,21259,325001,527127,64758,1484158,4718790,3076050,154178,283204,216847,629626,846943,33908,Cifras definitivas
333411,2015,7598,2455,5400,1868,23398,15437,1792744,22032273,0,2971263,252866,5622691,16426395,4222083,6928038,41757,54009,289237,240722,246626,1485021,12357,31281,369261,9272,997705,2538666,2442319,76634,180963,91442,360297,723058,30081,Cifras definitivas
333412,2015,4996,1828,2185,486,15605,5685,1617854,9536318,155904,2038506,579336,4946953,4648863,4711300,1000062,19030,57738,178180,110393,267609,678921,8902,293720,157866,55486,486453,2180124,633731,77544,102241,125405,269329,123885,3827,Cifras definitivas
3335,2015,1927,662,397,69,5986,1109,595995,2266906,80408,391319,427668,1306160,962726,491107,492198,16464,20505,103560,44031,22960,199639,6810,33317,65206,3667,256146,840870,249036,54542,55112,55941,103365,220441,14255,Cifras definitivas
